Material,Geometry,H_nm,Temperature_K,Energy_level,Frequency_THz,Kappa_unexcited_W_mK,Kappa_excited_W_mK,Ratio,Relative_change_percent
SiC,Film,100.0,300,E2,9.0,119.87601563103668,123.1171913293365,1.0270377329546534,2.7037732954653393
SiC,Film,100.0,300,E2,9.5,119.87601563103668,121.8229725717673,1.016241421859758,1.6241421859757965
SiC,Film,100.0,300,E2,10.0,119.87601563103668,121.6288923845998,1.0146224142030067,1.4622414203006695
SiC,Film,100.0,300,E2,10.5,119.87601563103668,120.3719901368116,1.004137395651366,0.41373956513659493
SiC,Film,100.0,300,E2,11.0,119.87601563103668,119.06651589204584,0.9932471918195682,-0.675280818043178
SiC,Film,100.0,300,E2,11.5,119.87601563103668,116.49196719373276,0.9717704294767388,-2.822957052326125
SiC,Film,100.0,300,E2,12.0,119.87601563103668,114.75455929555623,0.9572770557269467,-4.272294427305335
SiC,Film,100.0,300,E2,12.5,119.87601563103668,114.977405399636,0.9591360272894122,-4.086397271058784
SiC,Film,100.0,300,E2,13.0,119.87601563103668,111.09964398460558,0.9267879266738088,-7.321207332619117
SiC,Film,100.0,300,E2,13.5,119.87601563103668,114.48803620148368,0.9550537327989235,-4.494626720107653
SiC,Film,100.0,300,E2,14.0,119.87601563103668,109.44453049667092,0.9129810489658535,-8.701895103414648
SiC,Film,100.0,300,E2,14.5,119.87601563103668,111.08828274269696,0.9266931517361466,-7.330684826385337
SiC,Film,100.0,300,E2,15.0,119.87601563103668,106.94313164844816,0.8921144991806008,-10.788550081939919
SiC,Film,100.0,300,E2,15.5,119.87601563103668,115.49699949670942,0.9634704564438868,-3.6529543556113153
SiC,Film,100.0,300,E2,16.0,119.87601563103668,114.51590028332448,0.9552861736395214,-4.47138263604786
SiC,Film,100.0,300,E2,16.5,119.87601563103668,115.30616553568215,0.9618785286506356,-3.812147134936439
SiC,Film,100.0,300,E2,17.0,119.87601563103668,114.78640664118916,0.9575427247639536,-4.245727523604637
SiC,Film,100.0,300,E2,17.5,119.87601563103668,114.43768447020123,0.9546337010601524,-4.536629893984756
SiC,Film,100.0,300,E2,18.0,119.87601563103668,115.66653736987888,0.964884733288817,-3.5115266711183035
SiC,Film,100.0,300,E2,24.0,119.87601563103668,120.46593614096912,1.0049210887334472,0.492108873344721
SiC,Film,100.0,300,E2,24.5,119.87601563103668,120.49992174828138,1.0052045950473112,0.5204595047311189
SiC,Film,100.0,300,E2,25.0,119.87601563103668,121.8651419346896,1.016593196672262,1.659319667226189
SiC,Film,100.0,300,E2,25.5,119.87601563103668,123.15246861293414,1.0273320143704308,2.7332014370430757
SiC,Film,100.0,300,E2,26.0,119.87601563103668,120.0837683240404,1.0017330630477672,0.17330630477672138
SiC,Film,100.0,300,E2,26.5,119.87601563103668,119.98862521382767,1.0009393837641183,0.09393837641182845
SiC,Film,100.0,300,E2,27.0,119.87601563103668,119.55524987073996,0.9973241873396593,-0.26758126603406707
SiC,Film,100.0,300,E3,2.0,119.87601563103668,144.6863968911566,1.2069670161250867,20.696701612508672
SiC,Film,100.0,300,E3,2.5,119.87601563103668,140.02452113870365,1.1680778711371385,16.807787113713847
SiC,Film,100.0,300,E3,3.0,119.87601563103668,140.46473196463884,1.1717500888332129,17.175008883321286
SiC,Film,100.0,300,E3,3.5,119.87601563103668,137.28658523902433,1.1452381405599532,14.52381405599532
SiC,Film,100.0,300,E3,4.0,119.87601563103668,136.80403583802808,1.141212736491791,14.1212736491791
SiC,Film,100.0,300,E3,4.5,119.87601563103668,117.89437369324908,0.9834692375505135,-1.653076244948648
SiC,Film,100.0,300,E3,5.0,119.87601563103668,130.2959749547761,1.086922803272097,8.692280327209701
SiC,Film,100.0,300,E3,5.5,119.87601563103668,124.96719760536452,1.0424703969974933,4.247039699749333
SiC,Film,100.0,300,E3,6.0,119.87601563103668,123.9910317323312,1.0343272678828435,3.432726788284346
SiC,Film,100.0,300,E3,6.5,119.87601563103668,122.6045564106303,1.0227613569339151,2.2761356933915122
SiC,Film,100.0,300,E3,7.0,119.87601563103668,119.8605542386494,0.9998710218027694,-0.012897819723056703
SiC,Film,100.0,300,E3,7.5,119.87601563103668,126.50982296977227,1.0553389041487133,5.533890414871334
SiC,Film,100.0,300,E3,8.0,119.87601563103668,119.9936682078328,1.000981452179377,0.09814521793769515
SiC,Film,100.0,300,E3,8.5,119.87601563103668,122.4429657544876,1.0214133753940544,2.1413375394054412
SiC,Film,100.0,300,E3,9.0,119.87601563103668,121.85040139241808,1.0164702317722865,1.6470231772286459
SiC,Film,100.0,300,E3,9.5,119.87601563103668,120.88773680103664,1.00843972970468,0.8439729704680099
SiC,Film,100.0,300,E3,10.0,119.87601563103668,120.43741727378124,1.004683185704741,0.4683185704740911
SiC,Film,100.0,300,E3,10.5,119.87601563103668,118.8064663986612,0.9910778713594601,-0.8922128640539873
SiC,Film,100.0,300,E3,11.0,119.87601563103668,116.72262099631644,0.973694532487416,-2.6305467512584
SiC,Film,100.0,300,E3,11.5,119.87601563103668,112.5085186383177,0.9385406917811214,-6.145930821887857
SiC,Film,100.0,300,E3,12.0,119.87601563103668,109.94267398819896,0.9171365381928334,-8.286346180716663
SiC,Film,100.0,300,E3,12.5,119.87601563103668,110.5215625706458,0.9219655991138151,-7.803440088618485
SiC,Film,100.0,300,E3,13.0,119.87601563103668,104.06303722959515,0.868088889022539,-13.1911110977461
SiC,Film,100.0,300,E3,13.5,119.87601563103668,109.39941370442511,0.9126046868386314,-8.739531316136862
SiC,Film,100.0,300,E3,14.0,119.87601563103668,101.8992620841606,0.8500387800491612,-14.996121995083877
SiC,Film,100.0,300,E3,14.5,119.87601563103668,104.43101548224102,0.8711585460403236,-12.88414539596764
SiC,Film,100.0,300,E3,15.0,119.87601563103668,97.89180753545035,0.8166087855034242,-18.33912144965758
SiC,Film,100.0,300,E3,15.5,119.87601563103668,110.6902032003222,0.923372391196357,-7.6627608803643055
SiC,Film,100.0,300,E3,16.0,119.87601563103668,108.48837281046416,0.9050048271906012,-9.499517280939884
SiC,Film,100.0,300,E3,16.5,119.87601563103668,110.2271302026888,0.9195094583553233,-8.049054164467673
SiC,Film,100.0,300,E3,17.0,119.87601563103668,109.71600715020688,0.9152456942504577,-8.475430574954235
SiC,Film,100.0,300,E3,17.5,119.87601563103668,109.18630708190736,0.910826961566433,-8.917303843356706
SiC,Film,100.0,300,E3,18.0,119.87601563103668,110.8290388202712,0.9245305513105229,-7.546944868947714
SiC,Film,100.0,300,E3,24.0,119.87601563103668,117.68628080700655,0.9817333366269876,-1.8266663373012415
SiC,Film,100.0,300,E3,24.5,119.87601563103668,117.20297792942436,0.9777016470931134,-2.2298352906886643
SiC,Film,100.0,300,E3,25.0,119.87601563103668,118.9197550412691,0.9920229198081555,-0.797708019184451
SiC,Film,100.0,300,E3,25.5,119.87601563103668,121.31186218581904,1.0119777634185116,1.1977763418511644
SiC,Film,100.0,300,E3,26.0,119.87601563103668,115.62075070998358,0.9645027831576396,-3.54972168423604
SiC,Film,100.0,300,E3,26.5,119.87601563103668,116.38202738533964,0.9708533168432033,-2.9146683156796693
SiC,Film,100.0,300,E3,27.0,119.87601563103668,115.44536843216744,0.9630397525681349,-3.69602474318651
